,评论ID,评论内容,用户情绪
6293,44217,good,1.0
6294,44220,谢谢提供这个环境。第一次来，不太熟悉。以后还会来的。,0.0
6295,44226,此部分已经了解,1.0
6296,44232,很好，很强大,1.0
6297,44235,版本太低了，现在都用2.2.3好了吗，课程更新要跟上啊,0.0
6298,44238,分号忘记，实验报告写不了\n可以提高英语,1.0
6299,44241,很实用的教学，非常感谢！！！！,1.0
6300,44244,啊 坚持,0.0
6301,44247,不错,1.0
6302,44250,无基础有点累，需要边查资料边琢磨。。。加油！,0.0
6303,44256,simple,1.0
6304,44259,很好，便捷,1.0
6305,44262,很不错，由于主机内存不够,1.0
6306,44265,初识Linux，感觉棒棒的,1.0
6307,44274,学会了如何切换到桌面和如何建立文件、用gedit打开并编写代码以及gcc -o编译并用./运行成功,1.0
6308,44277,呵呵,1.0
6309,44280,太差了，写程序会打不出方括号。,0.0
6310,44283,感觉挺好的  ，就是例子太少,0.0
6311,44286,太简单了,0.0
6312,44289,操作简单，重在思考约束在具体的项目中的使用。,0.0
6313,44292,这个是不必须学习的，so。。,0.0
6314,44295,666,1.0
6315,44298,做的很有成就感，自己做了一个简易的成绩管理系统。主要是SQL约束的使用。,0.0
6316,44301,太棒了,1.0
6317,44304,感觉不错，还好,1.0
6318,44307,thanks,1.0
6319,44310,这一次算是从成功了,1.0
6320,44313,这一节做得比较快，明天再回顾一下。,1.0
6321,44319,thanks,1.0
6322,44322,be more fluent...,0.0
6323,44328,实验楼的边敲代码边学习的方式对新手的帮助很大哦！！！,0.0
6324,44331,1、过程中各种问题，有度娘了Rename、ALTER、UPDATE、多行插入的语法。,1.0
6325,44337,还是要好好复习,1.0
6326,44340,不错,1.0
6327,44343,很强大，虚拟化做的很好，也不是很卡,1.0
6328,44349,很好，教程很详细，环境也很棒！,1.0
6329,44352,很好，教程很详细，环境也很棒！,1.0
6330,44355,暂停先学习哈VIM,1.0
6331,44358,体验了下 挺不错的啊,0.0
6332,44361,good,1.0
6333,44394,这个网站太牛叉叉了,1.0
6334,44400,很不错的方式！！！,1.0
6335,44403,包含了vim常用的操作，需要多加练习。vim的强大还是在于命令的组合,0.0
6336,44409,感觉不错，哈哈,1.0
6337,44412,很不错,1.0
6338,44415,效果非常好,1.0
6339,44418,Good,1.0
6340,44421,暂停先学习哈VIM,1.0
6341,44424,good,1.0
6342,44427,一脸懵逼啊,1.0
6343,44430,真的很棒,1.0
6344,44433,学习了,1.0
6345,44439,这个实验平台非常好,1.0
6346,44442,又收获,0.0
6347,44445,跳过,1.0
6348,44448,已经创建文件、环境变量：\n0 3 * * *  rm -rf /home/shiyanlou/tmp/*  && cp /var/log/alternatives.log /home/shiyanlou/tmp/$date\ncrontab未启动...  不知道原因,1.0
6349,44451,这一节有点不是很明白,0.0
6350,44454,通过,1.0
6351,44460,熟悉linux 先把linux背下来,0.0
6352,44463,任重道远,1.0
6353,44466,基础知识 还行,1.0
6354,44469,"挑战个屁 根本没法提交 说什么输出结果不正确那为啥在gcc上运行就是正确的呢？\n要开通VIP就直说何必这样呢！\n\n#include<stdio.h>\nint main()\n{\nprintf(""I love shiyanlou!\\n"");\nreturn 0;\n}",1.0
6355,44475,helo world,1.0
6356,44478,无法提交,0.0
6357,44481,hard,1.0
6358,44484,简要介绍C语言的辉煌历史及发展现状，并以经典的Hello World入门程序开始C语言的学习。,0.0
6359,44487,不错,1.0
6360,44490,ok,1.0
6361,44493,我们进入了 Java 面向对象的世界，了解了类与对象的基本概念和用法。,0.0
6362,44496,很棒，学到了基础的进表,0.0
6363,44499,学习了Linux简介，特点及如何学习，最后一点重要,0.0
6364,44523,我在一楼向上看》,0.0
6365,44532,马币，有问题。\n说导入Qtcore，没有这个模块。搞了半天不知道哪里出了问题。\n差评,0.0
6366,44535,good,1.0
6367,44538,真心不错，有时间再来,1.0
6368,44541,真心不错，有时间再来,1.0
6369,44544,我们对Java 封装方面的知识进行了详细的介绍，特别是内部类，是其中的重难点,0.0
6370,44547,ok,1.0
6371,44550,很实用。,1.0
6372,44553,还不错,1.0
6373,44556,还可以像学到一些知识,1.0
6374,44559,对Java 继承方面的知识进行了详细的介绍,0.0
6375,44562,有意思,1.0
6376,44565,我们对Java 多态方面的知识进行了详细的介绍,0.0
6377,44568,简单学习！,1.0
6378,44571,挺好玩的 很严谨 竟然还区分大小写,1.0
6379,44577,学了好长时间。。。累,1.0
6380,44580,网速很慢，环境反应慢，无法实时操作。,0.0
6381,44583,cool,1.0
6382,44592,hello,1.0
6383,44598,入门不错~,1.0
6384,44604,what most I want to say pretty good,1.0
6385,44607,hello world hello swift,0.0
6386,44613,今天先这样,1.0
6387,44616,第一次玩这个，很是好奇，值得再来,1.0
6388,44619,明天继续完成这一章，太多了。。。,0.0
6389,44622,zan,1.0
6390,44625,体验感觉挺神奇的！不错，会继续尝试！,1.0
6391,44628,Remember git .,0.0
6392,44631,有些命令有点难了。,0.0
6393,44634,不错。边看边打代码,1.0
6394,44637,linux 的日志存在哪里？,0.0
6395,44646,还不错，感觉我正在会员的路上啊》》》,1.0
6396,44652,Linux 目录结构及文件基本操作 实验完成,0.0
6397,44679,學有所得！,1.0
6398,44685,虽然工作了一年之久，但是来实验楼补习基础还是很好的！,0.0
6399,44691,111,1.0
6400,44697,实验楼！我宣你！,1.0
6401,44700,go ahead,1.0
6402,44703,学了两遍。。,1.0
6403,44706,这两次试验让我初步体会到了LINUX系统的编程操作，感觉做得特别好。,0.0
6404,44709,太卡了  图形界面和终端界面经常卡住   可能是我这边网速的原因吧...,0.0
6405,44715,没在用户主目录下找到个人版本的.vimrc,0.0
6406,44724,实践是检验真理的唯一标准,1.0
6407,44727,权限不够，不能修改,0.0
6408,44730,晕乎乎的敲完了代码,0.0
6409,44733,挺好，不错，入门知识,1.0
6410,44736,乐游春苑断肠天,1.0
6411,44739,老哥 这波很稳 ，删除可以讲的细点，sudo删除  和 rmdir 之类的,1.0
6412,44742,似曾相识燕归来,1.0
6413,44760,很详细  就是py文件拼写有误  prediction.py   还是很开心 第一次体验python,1.0
6414,44766,很棒,1.0
6415,44772,好東西，今天先回，下次再練。,1.0
6416,44775,长风破浪会有时，直挂云帆济沧海。,0.0
6417,44781,有点卡,0.0
6418,44784,啦啦啦,1.0
6419,44787,Linux,1.0
6420,44793,有钱就支持你，做的不错,1.0
6421,44796,感谢党,1.0
6422,44799,还以为有图形界面，too young too simple 了~,0.0
6423,44802,努力进百楼,1.0
6424,44805,hh,1.0
6425,44808,66666,1.0
6426,44811,入门,1.0
6427,44814,百度了半个小时才搞好，感觉还不错，查找能力上升了哈哈，完全新手,1.0
6428,44817,来复习一下GIT,1.0
6429,44820,感谢党,1.0
6430,44823,文件结构整理的很好,1.0
6431,44829,好,1.0
6432,44832,非常好的学习体验,1.0
6433,44838,把一些基础普及知识介绍的很清楚，包括计算机学科，职业分类，学习态度。,0.0
6434,44847,好~,1.0
6435,44853,执行degit命令的时候报错了,0.0
6436,44856,henhao,1.0
6437,44862,非常感谢实验楼带来的学习体验！,1.0
6438,44865,用起来真方便,1.0
6439,44868,这种实战演练模式效果比较好，比较需要自己动手练习，比起老师讲同学听的模式好很多。,1.0
6440,44874,棒棒的,1.0
6441,44880,非常好的练习和学习的方式，只是知道的太迟了,0.0
6442,44913,挺好,1.0
6443,44919,有点眼晕。缓缓再继续学习。,0.0
6444,44934,第一步 开始新的旅行,1.0
6445,44958,最后没给新建的用户读取权限，用loutest的时候打不开,0.0
6446,44961,学习起来很有意思，因为是项目导向的，所以很好玩，不会枯燥！,1.0
6447,44964,每天进步一点点,1.0
6448,44967,wa!!!!,1.0
6449,44970,不知道什么原因，今天连不上服务器,0.0
6450,44973,挺好用的,1.0
6451,44982,挺好用的,1.0
6452,44985,呵呵，还不错,1.0
6453,44988,不错，了解了redis使用,1.0
6454,44991,小白，虚心学习,1.0
6455,44994,好,1.0
6456,45006,挺好的，可惜不是C++的,0.0
6457,45009,这个系列不错啊，多出点就好了,1.0
6458,45015,东西越来越多了，希望可以每天坚持下去,1.0
6459,45021,体验很重要  耐心更重要！,1.0
6460,45024,这个实验室 尚不完善，前面的几步骤无法顺利进行，  serve的下载等,0.0
6461,45027,很多使用的命令，尤其是tar 命令保存链接的那个，太棒了。,0.0
6462,45033,敲着java我要上百楼！,1.0
6463,45048,cd Desktop  D要大写,0.0
6464,45057,很赞，我会努力学习，祝实验楼越来越好,1.0
6465,45060,怎么把这眼睛删掉,0.0
6466,45063,nice,1.0
6467,45069,很实用的小东西,1.0
6468,45075,还不错,1.0
6469,45078,有效时间好难拿啊！,0.0
6470,45084,非常棒,1.0
6471,45087,。。。。挑战成功了，，但是没搞懂怎么连接远程服务器啊 @,0.0
6472,45093,第一次不错的,1.0
6473,45096,嘿嘿嘿,1.0
6474,45099,我不服，为什么有效学习时间是0？我真的不服！,0.0
6475,45102,快乐学习>.<,1.0
6476,45105,每天進步一點點,1.0
6477,45108,挺好的,1.0
6478,45111,专注,1.0
6479,45114,敲了半小时，告诉我有效9min，无语无语，想进百楼俱乐部好难啊！！！,0.0
6480,45120,very good,1.0
6481,45123,本机安装了python环境，感觉还是在熟悉的环境下面动手实验，更简便一些。,1.0
6482,45126,feel good,1.0
6483,45132,不错,1.0
6484,45141,好好哇,1.0
6485,45150,学到了添加用户的方法，,0.0
6486,45153,虚拟机和实体环境有些差别,1.0
6487,45171,可以的,1.0
6488,45177,啊，慢慢来,1.0
6489,45180,很好,1.0
6490,45186,up up,1.0
6491,45189,挺有趣的,1.0
6492,45192,飘过,1.0
6493,45195,做了个小计算器，哈，挺有意思的,0.0
6494,45201,初识c语言,1.0
6495,45204,其实很简单，其实并不难，只要细心,0.0
6496,45207,很简单，只要细心,0.0
6497,45210,great！,1.0
6498,45216,不知道是什么,0.0
6499,45222,实验这么久，才六分钟，心碎了。。,0.0
6500,45225,判断闰年只需要年份，不需要月、日，一个参数就够了。,0.0
6501,45228,thanks,1.0
6502,45234,thanks,1.0
6503,45237,有点难,0.0
6504,45240,本来打算快速搞定Java编程语言（新版）部分，中间因为做项目耽搁了一段时间。今天终于一次性把7，8，9，10节搞完了,0.0
6505,45246,软件\n有点bug,0.0
6506,45249,终于看完了  将近 3个小时,1.0
6507,45258,提交不成功。,0.0
6508,45288,很新颖的课程，清晰易懂！,1.0
6509,45303,不错，就差练习了，准备买会员了。,1.0
6510,45312,不错,1.0
6511,45315,不错,1.0
6512,45318,不错,1.0
6513,45321,这里真是个好地方，相见恨晚。,1.0
6514,45330,好,1.0
6515,45333,很棒的系统！！强烈点赞！！,1.0
6516,45345,好,1.0
6517,45348,挺好的,1.0
6518,45351,哈哈 就喜欢挑战,1.0
6519,45363,hao,1.0
6520,45369,好的 加油了,1.0
6521,45378,加油,1.0
6522,45381,基本了解了Linux的概念，包括其发展历史、特点、应用领域。,0.0
6523,45384,nice！！！,1.0
6524,45387,_(:зゝ∠)_,0.0
6525,45390,第一次，感觉很不错！,1.0
6526,45396,结束符那个实验有问题,0.0
6527,45405,非常不错，很喜欢,1.0
6528,45408,"不错,例子都很生动",1.0
6529,45411,长代码的输入还需要加强，中途会有不想继续的想法。对编程有更多的想法 了,1.0
6530,45417,方便学习  赞一个,1.0
6531,45420,"So easy, haha",0.0
6532,45423,继续加油，每天学习一点点,1.0
6533,45426,实验楼很好，第一次用linux系统的工具,1.0
6534,45435,学了一个早上，告诉我只有三分钟，实验楼啊，你让我又爱又恨...,1.0
6535,45450,可以，非常方便,1.0
6536,45453,hello world!,1.0
6537,45474,初次使用，可能当前环境下基础细节的操作有点不熟悉，所以花的时间有点儿长,0.0
6538,45486,初次使用，可能当前环境下基础细节的操作有点不熟悉，所以花的时间有点儿长,0.0
6539,45498,稍微有些延迟，不过环境很强大。,0.0
6540,45504,感谢实验楼提供的环境，体验太棒了,1.0
6541,45516,这个是python2,1.0
6542,45525,很不错。,1.0
6543,45528,实验楼提供虚拟环境，省得用户安装环境，想法挺好的，但是实际使用中，虚拟环境反应太慢了，操作也不方便，敲长代码要累死，而且纯文字的教学方式不容易看懂，最好是配合视频讲解吧。,1.0
6544,45534,next time,1.0
6545,45537,很简单啦,1.0
6546,45540,不断学习，不断进步，2017.10.01，称为linux、Python的入门级工程师！Mark,1.0
6547,45543,简单体验了一下Linux系统的终端来创建打开文件，以及编译文件的操作。决心好好学一学Linux系统,0.0
6548,45546,命令大致了解了 还是需要坚持努力 加油,0.0
6549,45549,太多需要掌握啦,0.0
6550,45552,加油,1.0
6551,45558,明白为什么学习Linux，以及使用Linux不是用来玩的，也尽量不要用图形界面。最后拜一下祖师爷李纳斯托瓦德,0.0
6552,45561,还可以,1.0
6553,45564,pass,1.0
6554,45567,pass,1.0
6555,45570,"linux,慢慢学习",1.0
6556,45573,pass,1.0
6557,45576,pass,1.0
6558,45579,pass,1.0
6559,45582,pass,1.0
6560,45585,pass,1.0
6561,45588,很不错的试验环境,1.0
6562,45591,这是个学习的好平台，对于初学者的我真的很适合。,0.0
6563,45594,学习了crontab的正常使用,0.0
6564,45600,有兴趣，继续。。,1.0
6565,45603,学到很多。自己也有去百度,0.0
6566,45606,学了两节比较基础。。,1.0
6567,45609,很好的试验感受！,1.0
6568,45612,不断学习，不断进步，没想到这个实验楼软件真的是太棒了,0.0
6569,45618,加油,1.0
6570,45621,非常好的学习平台，太好了，O(∩_∩)O谢谢,1.0
6571,45627,好好学习，天天向上,1.0
6572,45636,很好很好,1.0
6573,45639,very good,1.0
6574,45645,复习了一下,1.0
6575,45651,真正的路才正式开始，加油,0.0
6576,45654,感觉很不错，如果把一些关键知识点单独列出来，供复习就更好了。继续学习一段时间，可以考虑加入会员,0.0
6577,45660,感觉不错，会继续使用,1.0
6578,45663,每天进步一点点,1.0
6579,45666,copy,1.0
6580,45669,很好,1.0
6581,45672,goojob,1.0
6582,45678,很不错的网站，把重点知识点详细介绍扩展下就好了,1.0
6583,45681,嗨呀，好厉害呀,1.0
6584,45684,不错！,1.0
6585,45690,试验和之前学的联系很深，很好的锻炼学习能力，外键约束部分需要自主查找学习。很棒，继续加油！！,1.0
6586,45696,很有收获,1.0
6587,45699,不错,1.0
6588,45702,平台很好   非常感谢。,0.0
6589,45705,虽然不是很懂，但是操作给了我一点点的成就感，希望坚持下去，收获一点点收获,0.0
6590,45801,很好的一个平台,1.0
6591,45807,很好的学习工具,1.0
6592,45819,我爱实验楼。。。。。我爱你们,1.0
6593,45822,实验环境有点卡了,0.0
6594,45834,为什么不能用啊,0.0
6595,45867,挺好的,1.0
6596,45879,哇打不开,1.0
6597,45894,题目都描述不清楚。,0.0
6598,45909,继续学习,1.0
6599,45912,挺有意思的哈哈,1.0
6600,45915,熟悉了一下基本的操作,0.0
6601,45918,太给力了，几个小时感觉收货很大,0.0
6602,45921,tinghaode,1.0
6603,45927,不是很熟练，需要进一步学习,0.0
6604,45942,找不到sources.list，伤心，要继续加油,0.0
6605,45948,太棒了,1.0
6606,45954,入门的，不错啦,1.0
6607,45963,fuwuqi weixiangying,1.0
6608,45966,比Linux学习书籍上讲的浅显一些。但是基本的东西都有介绍。,0.0
6609,45969,非常有用,1.0
6610,45972,我发现空格 很重要，做实验的时候有几个空格没有打出来，导致实验结果不是很理想。最后是两个命令，我不知道该怎么安装。网上搜过来的也不能用。,1.0
6611,45975,thanks,1.0
6612,45978,whereis/locate/find用起来差别很大啊,0.0
6613,45984,作为一个小白，还是都不懂,0.0
6614,45987,没有挑战成功。。。。。。对find/chown/chmod命令不太熟，看help后还是用得少，不知道具体怎么操作,0.0
6615,45990,实验失败了，要再试一次。,1.0
6616,45993,哈哈，通过了,1.0
6617,46002,挺好玩的,1.0
6618,46005,实验不错，不过thinkphp是3.x版本的，现在出的5.x版本跟3.x版本差别有点大，建议新手学新版的。免得思维要重新转变。,1.0
6619,46059,很好,1.0
6620,46062,文档简单明了，很棒！,1.0
6621,46065,没学明白 我还是去看看别的文档吧,0.0
6622,46077,判断闰年最原始的办法，一条一条自己写,0.0
6623,46080,网速太慢无法实时操作只能看看3文档,0.0
6624,46083,实验linux练习环境很好，大大方便了学习。不错！,1.0
6625,46089,可以,1.0
6626,46095,不错,1.0
6627,46098,初步,1.0
6628,46143,pillow模块安装失败,1.0
6629,46155,稍微有点卡，不过很棒,0.0
6630,46161,、、、、、,1.0
6631,46176,git clone\nnum1 num2 operation\nswitch case,0.0
6632,46179,很happy,1.0
6633,46209,文档很不错，边看边实验，感觉学习python已经进入正轨。,1.0
6634,46212,非常棒,1.0
6635,46215,训练很有成效,1.0
6636,46218,还没来得及做完,1.0
6637,46224,很不错,1.0
6638,46233,按部就班,1.0
6639,46236,元素不是标签，这一点要了解,0.0
6640,46239,hello world ! 入门,0.0
6641,46245,hello 实验楼\n完成第一题,0.0
6642,46248,这一节呢，主要讲了标签的属性。以及啊，我们能够在开始标签就定义内容的属性。,0.0
6643,46251,学习的好地方,1.0
6644,46269,还可以,1.0
6645,46275,慢慢的熟悉了一些操作指令，不过感觉还是介绍的不太详细,0.0
6646,46287,不错,1.0
6647,46296,实验界面很好，很好用的一个学习平台,1.0
6648,46299,很好,1.0
6649,46344,还不错！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,1.0
6650,46347,加油，改bug中,1.0
6651,46350,实验用例写的好,1.0
6652,46353,简单,1.0
6653,46356,东西不错，适合入门。,1.0
6654,46359,试验写的很好,1.0
6655,46365,不错，对于学习的持续性有很强的控制，毕竟不用只对着课本，并且还有直接的可操作性。,1.0
6656,46368,不错，对于学习的持续性有很强的控制，毕竟不用只对着课本，并且还有直接的可操作性。,1.0
6657,46377,很好很贴心,1.0
6658,46380,这里主要需要注意的是继承。之前的理解有错误，继承只是说，没定义的文本会向上继承，而已经定义了样式的标签还是按照定义的来,1.0
6659,46383,linux好难啊,1.0
6660,46386,不是做这个,0.0
6661,46401,不会,1.0
6662,46410,.,1.0
6663,46413,很不错哦，很有收获。,1.0
6664,46416,感觉不错！很适合初学者,1.0
6665,46419,蛮有意思的,1.0
6666,46428,very good,1.0
6667,46437,找到了学习方法，yes！！,1.0
6668,46440,Just go ahead!,0.0
6669,46443,互联网上不错的实验平台,1.0
6670,46455,内容很好，就是VIM环境没有配置方便输入啊，不适合手动敲代码,0.0
6671,46458,很不错，不过都是函数实现。,1.0
6672,46461,挺好的实验平台\n,1.0
6673,46464,怎么敲代码啊？哈哈。,0.0
6674,46467,这个平台太给力了,1.0
6675,46470,後面的這幾章節有點虎頭蛇尾的感覺。。。,1.0
6676,46473,好玩，明天再来。。,1.0
6677,46476,报错了，,1.0
6678,46491,不错,1.0
6679,46494,可以照着敲这代码，但是不知道是咋回事儿啊\n不明白为什么会有这效果,1.0
6680,46503,做到一半，死机了，虚拟机没反应，差评。,0.0
6681,46509,有收获，谢谢。,1.0
6682,46512,慢慢学吧，在指不定那天就用到了呢是吧？,0.0
6683,46515,"第一次参加训练营，前30分钟基本在做笔记，后15分钟开始敲命令，以前用的都是win10，现在换了Ubuntu有点不习惯。。实验楼字体让我差点输错命令，libxml2,敲成了libxm12,哈哈，细节还是很重要啊。",1.0
6684,46518,在本实验环境中 crontab 也是不被默认启动的，同时不能在后台由 upstart 来管理，所以需要我们来启动它（同样在本实验环境中需要手动启动，自己的本地 Ubuntu 的环境中也不需要手动启动）,1.0
6685,46521,学习和实验都很方便,1.0
6686,46524,OK Just Go Ahead !,0.0
6687,46542,内容略显枯燥，尽管命令都实验了，但容易遗忘，特别是那些一眼看不出什么内涵的命令，比如adduser可以看出是add user，而chown、chmod 这些则看不出是什么缩写之类的，比较容易遗忘。之后可能得回来看文档或者后面有实验再次用到才能记得住。,1.0
6688,46551,有意思。。,1.0
6689,46560,其实重点是如何用其它已获得root权限的用户利用usermod使新用户获得root权限\n以及在创建文件时使用sudo来创建文件,1.0
6690,46563,非常喜欢实验楼，对提高javascript水平很有帮助,1.0
6691,46566,一、sudo service mysql start   启动mysql服务\n二、mysql -u root   登录MySQL   \n三、sql经验\n1、sql 数据类型分为2类：固定长度、可变长度，如int 类型可以不设置属性，默认为32位。,1.0
6692,46569,手可摘星辰,1.0
6693,46575,jiayou,1.0
6694,46578,GOGOGO,1.0
6695,46581,谢谢,1.0
6696,46584,好,1.0
6697,46587,课程挺不错,1.0
6698,46596,很好,1.0
6699,46611,呵呵,1.0
6700,46614,实践出真知,1.0
6701,46656,min h d,0.0
6702,46662,入门级别的小白，比较喜欢的是这种限定时间的模式，总想着要求自己快点儿完成，能够提高效率，第一次参加，发现还能统计有效时间，略微后悔，朋友都推荐了快一个月了我才打开实验楼的网页，以后争取能够天天打开坚持,1.0
6703,46665,总是提示没有目录之类的，然而我完全按照左边提示输入。,0.0
6704,46668,课后作业答案-查找参考了百度出来的sort命令\ndu -h |sort -rn |head,1.0
6705,46671,指导很详细 棒棒哒,1.0
6706,46680,学习了一些基本的指令  包括创建文件  查看目录等等   但是对于一开始说的shell和内核 还没有一个明确的概念  云里雾里的  不知道是干什么用的  怎么用的,1.0
6707,46683,受益匪浅\n学习工具使用就是磨刀不误砍柴工,1.0
6708,46722,感觉这一章应该早点学习，建议将此章节置前几章,0.0
6709,46725,这个网站确实很棒,1.0
6710,46728,继续努力！每天一节！,1.0
6711,46755,100楼好难爬。。。,1.0
6712,46764,很好！,1.0
6713,46767,我还没码完啊T_T,1.0
6714,46773,Go GO GO !,0.0
6715,46776,所有者都改了，提交時還是提示不對。,0.0
6716,46779,very good!!,1.0
6717,46782,在学习这一章置前需要学习使用VIM，所以跳转到VIM编辑器的学习，学习完成后再返回来学习此章节,1.0
6718,46794,实验楼，什么时候出app？特别期待,0.0
6719,46809,继续加油,1.0
6720,46812,感恩,1.0
6721,46830,问题1：\n如果lilei属于sudo组，文件在shiyanlou用户下创建，再把文件拥有人转给lilei，最后用 ls -l 查询此文件，此文件显示拥有者是lilei，用户组是shiyanlou，这是为什么？\nlilei不是属于sudo么，用户组不应该是sudo么？\n问题2：\n假如lilei是iphone6文件的拥有者，我把iphone6文件的权限设置为077，也就是----rwxrwx，然后再用lilei，把其权限修改成700，按照道理，文件已经设置为077之后，不是拥有者权限已经被剥夺了么，怎么还可以更改其权限呢？\n难道是修改权限属性我理解错了？\n问题3：\n如何修改文件属性？创建的文件都是普通文件，不是目录文件！\n问题4：\n如何创建一个目录？没有找到opt这个文件,1.0
6722,46833,非常好的课程,1.0
6723,46839,今天的学习非常到位,1.0
6724,46842,实验室网速慢只能看文档,0.0
6725,46845,很受用，感谢,1.0
6726,46851,挺好玩的,1.0
6727,46854,这道题目不会,0.0
6728,46860,nice,1.0
6729,46863,讲得很详细，很好,1.0
6730,46866,赞美实验楼 造福小白 快速上手,0.0
6731,46869,"npm一直不动,没有耐心等了",0.0
6732,46872,完成~,1.0
6733,46878,虽然试验成功了，但我还是不理解为什么是那个地方的esp加上100就是shellcode的地址，根据我的思考，那个地方的esp应该是存放返回地址的地方，是四个问号的存放点啊。,1.0
6734,46881,挺不错的，学会了新建文件，给文件命名，移动文件等等。,0.0
6735,46887,赞美实验楼 赞美开发免费课程 小白万分感谢,0.0
6736,46890,很不错啊,1.0
6737,46893,大学时候能遇到这样的网站就好了 ，羡慕 ，大爱,0.0
6738,46896,easy,1.0
6739,46908,不学了，明天继续；一定要熟练的应用VIM神器啊,0.0
6740,46911,thanks,1.0
6741,46917,OK!,1.0
6742,46920,真好玩！,1.0
6743,46929,linux通过的第一个挑战~还可以~,1.0
6744,46935,还是很简单的,1.0
6745,46938,"感觉挺好的,还不错.",1.0
6746,46950,i love you 实验楼,0.0
6747,46956,很不错的教程，简单明了,1.0
6748,46974,这个网站不错,1.0
6749,46977,敲了大半天一分钟都没算。。。,1.0
6750,46983,可以的,1.0
6751,46986,期待能在这里好好学习,1.0
6752,46989,每天学一点。。。,1.0
6753,46992,`henfangbian,1.0
6754,47001,6.67E+89,1.0
6755,47004,interesting,1.0
6756,47010,又学到了一条命令，好开心,0.0
6757,47022,相当不错，适合初学者！,1.0
6758,47031,在实验楼环境下运行流畅的程序为什么在本机老是有错误，人品不行吗？,0.0
6759,47061,效果很好,1.0
6760,47067,很有收货~ 感觉自己又强大了,0.0
6761,47121,版本太久，將就學學,1.0
6762,47127,很好的学习方式,1.0
6763,47145,工欲善其事，必先利其器。此章节应该首先学习,1.0
6764,47148,感觉不错,1.0
6765,47151,太难了,1.0
6766,47157,小小的失误，会导致，长时间的浪费,0.0
6767,47163,很好,1.0
6768,47178,可以 可以,1.0
6769,47181,还是查看百度出来的。。。还是要继续努力啊\n实验还是最有效果的,0.0
6770,47184,very good,1.0
6771,47190,cmatrix倒是学会了,0.0
6772,47193,1,1.0
6773,47196,计划任务还是不熟悉啊，不过做这个挑战总算是明白了这是个什么东西,0.0
6774,47226,"挺不错的,",1.0
6775,47235,未来的路还有很长，这次，我必须坚持。,1.0
6776,47250,再來一個新版的SparkR MLLib,1.0
6777,47253,挺好的,1.0
6778,47268,小有收获,1.0
6779,47277,真的好棒，谢谢你们，继续学习,1.0
6780,47283,Good,1.0
6781,47286,有意思,1.0
6782,47289,很棒的学习模式，比看书更有吸引力。。。,0.0
6783,47292,非常不错！,1.0
6784,47295,实验楼学习很棒,1.0
6785,47304,内容较多，需要反复思索,0.0
6786,47307,棒棒的,1.0
6787,47310,好辛苦不过很值得,1.0
6788,47313,第一个挑战通过，继续加油！,1.0
6789,47316,实验里面还有一个要求，就是在备份完还要删除昨天备份的日志，这个 删除昨天备份的日志要怎么做呢？？,1.0
6790,47319,学的有点吃力,0.0
6791,47322,遇到的最好的一个学习的平台，感谢！,0.0
6792,47328,找不到<defs.h>文件？,0.0
6793,47331,不错，讲解详细，比自己看文档好多了,0.0
6794,47334,明天继续,1.0
6795,47337,老大难来学习了，前路茫茫何时才是尽头，愿一切好。,1.0
6796,47340,不错,1.0
6797,47343,"听好的,很不错",1.0
6798,47346,感觉还不错哦！,1.0
6799,47349,好吧，打个电话回来时间到了，，，我错了，再重新看了,1.0
6800,47355,非常棒的学习平台，边理论边实践，较之传统式书本理论学习，这种模式显然效率高，而且知识点显浅易懂，不管是入门，还是有一定能力的同学而言，前者是收获，后者是重拾，非常不错，力荐！,1.0
6801,47358,比较基础,1.0
6802,47364,初次入手实验楼，这种边看边练的方法很喜欢,0.0
6803,47376,不错不错,1.0
6804,47379,体验了创建进程,1.0
6805,47400,收获有效学习时间0分钟。,1.0
6806,47403,收获有效学习时间0分钟。,1.0
6807,47406,Roman,1.0
6808,47409,chmod和chown命令都可以修改文件归属 基本chmod命令都可以搞定,1.0
6809,47412,速度速度速度,1.0
6810,47415,继续努力,1.0
6811,47421,easy,1.0
6812,47424,可以，我虽然工作了一年多了，但是有的命令我还真不知道,0.0
6813,47427,"挺好的,每天进步一点点,学习一点点",0.0
6814,47430,不能说什么了，挺好的,0.0
6815,47439,教程详细,1.0
6816,47448,ssh直接连接不算有效学习时间啊？？,0.0
6817,47454,哇时间过得真是太快了,0.0
6818,47457,效果还不错,1.0
6819,47460,不错不错！,1.0
6820,47478,1,1.0
6821,47490,不是很熟悉啊,0.0
6822,47493,不是很熟悉啊,0.0
6823,47514,真心不错！虚拟机都不用就可以使用linux了,1.0
6824,47523,提交结果的时候一堆报错信息....,0.0
6825,47583,"可以,",1.0
6826,47589,很不错，继续学习,1.0
6827,47598,挑战：备份日志\n明明是对的，为啥总是提示时间不对，操作步骤如下：\n```sh\ncrontab -e\n\n#进行编辑\n0 3 * * * cp /var/log/alternatives.log /home/shiyanlou/tmp/$(date +\\%Y-\\%m -\\%d) && rm -f /var/log/alternatives.log\n\n#重启cron，这个不知道是不是必须的\nsudo service cron restart\n```,1.0
6828,47604,学得一脸懵比,1.0
6829,47607,很不错,1.0
6830,47616,这个实验环境延迟太厉害了,0.0
6831,47622,有意思,1.0
6832,47631,太low,0.0
